DatoMaerke,Weekday,Date,Hour,NO2_ppb,NOx_ppb
2020-01-01 00:00:00,Wednesday,2020-01-01,00:00:00,8.287385,9.4060475
2020-01-01 01:00:00,Wednesday,2020-01-01,01:00:00,5.1066755,5.388229
2020-01-01 02:00:00,Wednesday,2020-01-01,02:00:00,4.295781,4.188985
2020-01-01 03:00:00,Wednesday,2020-01-01,03:00:00,2.649493,2.579914
2020-01-01 04:00:00,Wednesday,2020-01-01,04:00:00,4.290077,3.901728
2020-01-01 05:00:00,Wednesday,2020-01-01,05:00:00,1.942294,2.0064795
2020-01-01 06:00:00,Wednesday,2020-01-01,06:00:00,1.4562214999999998,1.4173865
2020-01-01 07:00:00,Wednesday,2020-01-01,07:00:00,0.94334355,0.97948175
2020-01-01 08:00:00,Wednesday,2020-01-01,08:00:00,1.0520259,1.227862
2020-01-01 09:00:00,Wednesday,2020-01-01,09:00:00,0.9271379,0.95680345
2020-01-01 10:00:00,Wednesday,2020-01-01,10:00:00,1.7051975,1.7181425
2020-01-01 11:00:00,Wednesday,2020-01-01,11:00:00,2.088305,1.858531
2020-01-01 12:00:00,Wednesday,2020-01-01,12:00:00,1.9536985,2.0788335
2020-01-01 13:00:00,Wednesday,2020-01-01,13:00:00,2.1213245,2.4676025
2020-01-01 14:00:00,Wednesday,2020-01-01,14:00:00,2.445948,2.8936285
2020-01-01 15:00:00,Wednesday,2020-01-01,15:00:00,3.287298,3.325054
2020-01-01 16:00:00,Wednesday,2020-01-01,16:00:00,3.2504865,3.200864
2020-01-01 17:00:00,Wednesday,2020-01-01,17:00:00,3.1901045,3.226782
2020-01-01 18:00:00,Wednesday,2020-01-01,18:00:00,3.056165,3.0647945
2020-01-01 19:00:00,Wednesday,2020-01-01,19:00:00,3.6276235,3.3072355
2020-01-01 20:00:00,Wednesday,2020-01-01,20:00:00,2.8881155,2.782937
2020-01-01 21:00:00,Wednesday,2020-01-01,21:00:00,3.2936515,3.2149025
2020-01-01 22:00:00,Wednesday,2020-01-01,22:00:00,3.0454515,3.133369
2020-01-01 23:00:00,Wednesday,2020-01-01,23:00:00,2.7321245000000003,2.679266
2020-01-02 00:00:00,Thursday,2020-01-02,00:00:00,2.6950645,2.825054
2020-01-02 01:00:00,Thursday,2020-01-02,01:00:00,2.3649355,2.2948165
2020-01-02 02:00:00,Thursday,2020-01-02,02:00:00,2.441243,2.532397
2020-01-02 03:00:00,Thursday,2020-01-02,03:00:00,2.613877,2.564255
2020-01-02 04:00:00,Thursday,2020-01-02,04:00:00,2.9218265,3.0334775
2020-01-02 05:00:00,Thursday,2020-01-02,05:00:00,3.872405,3.719223
2020-01-02 06:00:00,Thursday,2020-01-02,06:00:00,4.8976505,5.1220300000000005
2020-01-02 07:00:00,Thursday,2020-01-02,07:00:00,7.771253,7.9514035
2020-01-02 08:00:00,Thursday,2020-01-02,08:00:00,8.370646,8.588553000000001
2020-01-02 09:00:00,Thursday,2020-01-02,09:00:00,6.27567,6.546436
2020-01-02 10:00:00,Thursday,2020-01-02,10:00:00,6.34103,7.134989
2020-01-02 11:00:00,Thursday,2020-01-02,11:00:00,6.0391645,6.805076
2020-01-02 12:00:00,Thursday,2020-01-02,12:00:00,6.3089755,7.420085999999999
2020-01-02 13:00:00,Thursday,2020-01-02,13:00:00,8.0973635,9.2559395
2020-01-02 14:00:00,Thursday,2020-01-02,14:00:00,8.544133,9.411447
2020-01-02 15:00:00,Thursday,2020-01-02,15:00:00,8.4363375,8.984881000000001
2020-01-02 16:00:00,Thursday,2020-01-02,16:00:00,8.608983,9.0275375
2020-01-02 17:00:00,Thursday,2020-01-02,17:00:00,7.831299,8.1144705
2020-01-02 18:00:00,Thursday,2020-01-02,18:00:00,7.6427955,7.87149
2020-01-02 19:00:00,Thursday,2020-01-02,19:00:00,6.9618455,7.13067
2020-01-02 20:00:00,Thursday,2020-01-02,20:00:00,7.30805,7.562635
2020-01-02 21:00:00,Thursday,2020-01-02,21:00:00,6.768551,6.9470845
2020-01-02 22:00:00,Thursday,2020-01-02,22:00:00,5.790258,5.5691145
2020-01-02 23:00:00,Thursday,2020-01-02,23:00:00,4.446016,4.4568035
2020-01-03 00:00:00,Friday,2020-01-03,00:00:00,4.775899,4.758639499999999
2020-01-03 01:00:00,Friday,2020-01-03,01:00:00,5.7473455,5.789417
2020-01-03 02:00:00,Friday,2020-01-03,02:00:00,5.262388,5.2332615
2020-01-03 03:00:00,Friday,2020-01-03,03:00:00,5.417936,5.426566
2020-01-03 04:00:00,Friday,2020-01-03,04:00:00,5.3433215,5.2591795
2020-01-03 05:00:00,Friday,2020-01-03,05:00:00,5.688535,5.7715985
2020-01-03 06:00:00,Friday,2020-01-03,06:00:00,6.488361,6.710583
2020-01-03 07:00:00,Friday,2020-01-03,07:00:00,6.7099585,7.1317495
2020-01-03 08:00:00,Friday,2020-01-03,08:00:00,7.120696,7.384989
2020-01-03 09:00:00,Friday,2020-01-03,09:00:00,7.541351000000001,7.832613
2020-01-03 10:00:00,Friday,2020-01-03,10:00:00,6.380995,6.6825055
2020-01-03 11:00:00,Friday,2020-01-03,11:00:00,6.315776,6.724622
2020-01-03 12:00:00,Friday,2020-01-03,12:00:00,6.2085745,6.848812000000001
2020-01-03 13:00:00,Friday,2020-01-03,13:00:00,7.131702499999999,7.588013
2020-01-03 14:00:00,Friday,2020-01-03,14:00:00,5.749115,5.9298055000000005
2020-01-03 15:00:00,Friday,2020-01-03,15:00:00,9.8045885,9.8552935
2020-01-03 16:00:00,Friday,2020-01-03,16:00:00,8.88092,9.1144695
2020-01-03 17:00:00,Friday,2020-01-03,17:00:00,10.943789,10.890930999999998
2020-01-03 18:00:00,Friday,2020-01-03,18:00:00,10.4092,10.32937
2020-01-03 19:00:00,Friday,2020-01-03,19:00:00,6.3001755,6.262419
2020-01-03 20:00:00,Friday,2020-01-03,20:00:00,4.0269455,3.9784015
2020-01-03 21:00:00,Friday,2020-01-03,21:00:00,3.6009475,3.578294
2020-01-03 22:00:00,Friday,2020-01-03,22:00:00,4.750381,4.603671500000001
2020-01-03 23:00:00,Friday,2020-01-03,23:00:00,3.12054,2.7408205
2020-01-04 00:00:00,Saturday,2020-01-04,00:00:00,2.2935945,2.161987
2020-01-04 01:00:00,Saturday,2020-01-04,01:00:00,1.7279225,1.784017
2020-01-04 02:00:00,Saturday,2020-01-04,02:00:00,0.9281706,0.9141467
2020-01-04 03:00:00,Saturday,2020-01-04,03:00:00,1.1390155000000002,1.3671705
2020-01-04 04:00:00,Saturday,2020-01-04,04:00:00,0.9935741,1.043197
2020-01-04 05:00:00,Saturday,2020-01-04,05:00:00,1.451822,1.339093
2020-01-04 06:00:00,Saturday,2020-01-04,06:00:00,1.528142,1.5874725
2020-01-04 07:00:00,Saturday,2020-01-04,07:00:00,2.3602265,2.4298055
2020-01-04 08:00:00,Saturday,2020-01-04,08:00:00,1.73319,1.6673865
2020-01-04 09:00:00,Saturday,2020-01-04,09:00:00,2.8135675,2.677106
2020-01-04 10:00:00,Saturday,2020-01-04,10:00:00,5.594746499999999,5.8299135
2020-01-04 11:00:00,Saturday,2020-01-04,11:00:00,2.5975335,2.913607
2020-01-04 12:00:00,Saturday,2020-01-04,12:00:00,1.874977,2.1036715
2020-01-04 13:00:00,Saturday,2020-01-04,13:00:00,2.5113665000000003,3.0367170000000003
2020-01-04 14:00:00,Saturday,2020-01-04,14:00:00,3.2146220000000003,3.9546435
2020-01-04 15:00:00,Saturday,2020-01-04,15:00:00,3.4724625,4.105292
2020-01-04 16:00:00,Saturday,2020-01-04,16:00:00,3.300216,3.9535635
2020-01-04 17:00:00,Saturday,2020-01-04,17:00:00,3.138229,3.6079915
2020-01-04 18:00:00,Saturday,2020-01-04,18:00:00,2.911987,2.9163065
2020-01-04 19:00:00,Saturday,2020-01-04,19:00:00,4.023758,4.2008635
2020-01-04 20:00:00,Saturday,2020-01-04,20:00:00,3.7710585,4.017279
2020-01-04 21:00:00,Saturday,2020-01-04,21:00:00,2.5172785,2.336933
2020-01-04 22:00:00,Saturday,2020-01-04,22:00:00,3.2899565,3.3682505
2020-01-04 23:00:00,Saturday,2020-01-04,23:00:00,4.915227,5.252159499999999
2020-01-05 00:00:00,Sunday,2020-01-05,00:00:00,7.9659825,8.286177
2020-01-05 01:00:00,Sunday,2020-01-05,01:00:00,6.389849,6.6339095
2020-01-05 02:00:00,Sunday,2020-01-05,02:00:00,3.9649025,3.852052
2020-01-05 03:00:00,Sunday,2020-01-05,03:00:00,3.2850975,3.2311015000000003
2020-01-05 04:00:00,Sunday,2020-01-05,04:00:00,2.6533480000000003,2.852592
2020-01-05 05:00:00,Sunday,2020-01-05,05:00:00,2.885529,3.030238
2020-01-05 06:00:00,Sunday,2020-01-05,06:00:00,4.6025915,4.6555075
2020-01-05 07:00:00,Sunday,2020-01-05,07:00:00,3.689187,3.6870275
2020-01-05 08:00:00,Sunday,2020-01-05,08:00:00,4.7862005,5.021622
2020-01-05 09:00:00,Sunday,2020-01-05,09:00:00,8.3770005,9.1027025
2020-01-05 10:00:00,Sunday,2020-01-05,10:00:00,10.155478,11.971895
2020-01-05 11:00:00,Sunday,2020-01-05,11:00:00,6.3234705,7.534053999999999
2020-01-05 12:00:00,Sunday,2020-01-05,12:00:00,6.187298999999999,6.938919
2020-01-05 13:00:00,Sunday,2020-01-05,13:00:00,5.0524695,5.587027
2020-01-05 14:00:00,Sunday,2020-01-05,14:00:00,4.873846500000001,5.1816215
2020-01-05 15:00:00,Sunday,2020-01-05,15:00:00,6.2463955,6.661622
2020-01-05 16:00:00,Sunday,2020-01-05,16:00:00,6.3441385,6.672432499999999
2020-01-05 17:00:00,Sunday,2020-01-05,17:00:00,7.0581045,7.304864500000001
2020-01-05 18:00:00,Sunday,2020-01-05,18:00:00,5.9816425,6.0010815
2020-01-05 19:00:00,Sunday,2020-01-05,19:00:00,6.4364,6.606486
2020-01-05 20:00:00,Sunday,2020-01-05,20:00:00,5.7175045,5.9086485
2020-01-05 21:00:00,Sunday,2020-01-05,21:00:00,3.901059,3.881081
2020-01-05 22:00:00,Sunday,2020-01-05,22:00:00,4.5287315,4.6054055
2020-01-05 23:00:00,Sunday,2020-01-05,23:00:00,3.5273005,3.28
2020-01-06 00:00:00,Monday,2020-01-06,00:00:00,2.4423895,2.652973
2020-01-06 01:00:00,Monday,2020-01-06,01:00:00,2.1118740000000003,2.0956755
2020-01-06 02:00:00,Monday,2020-01-06,02:00:00,1.6749145,1.9708105
2020-01-06 03:00:00,Monday,2020-01-06,03:00:00,1.9607295,1.6356755
2020-01-06 04:00:00,Monday,2020-01-06,04:00:00,2.0371665,1.9162165
2020-01-06 05:00:00,Monday,2020-01-06,05:00:00,3.0906915,2.9805405
2020-01-06 06:00:00,Monday,2020-01-06,06:00:00,6.686372,6.580541
2020-01-06 07:00:00,Monday,2020-01-06,07:00:00,8.3772765,8.357838000000001
2020-01-06 08:00:00,Monday,2020-01-06,08:00:00,9.3081675,9.3632435
2020-01-06 09:00:00,Monday,2020-01-06,09:00:00,8.0375145,8.2383785
2020-01-06 10:00:00,Monday,2020-01-06,10:00:00,6.7241990000000005,7.108108
2020-01-06 11:00:00,Monday,2020-01-06,11:00:00,7.297798999999999,7.762162
2020-01-06 12:00:00,Monday,2020-01-06,12:00:00,8.545777999999999,8.890811
2020-01-06 13:00:00,Monday,2020-01-06,13:00:00,6.5406445,6.636757
2020-01-06 14:00:00,Monday,2020-01-06,14:00:00,7.1736195,7.771351500000001
2020-01-06 15:00:00,Monday,2020-01-06,15:00:00,7.383967999999999,7.5545945
2020-01-06 16:00:00,Monday,2020-01-06,16:00:00,7.8278915,8.1275675
2020-01-06 17:00:00,Monday,2020-01-06,17:00:00,7.665793000000001,8.024324
2020-01-06 18:00:00,Monday,2020-01-06,18:00:00,6.470238,6.44
2020-01-06 19:00:00,Monday,2020-01-06,19:00:00,5.2443485,5.2670265
2020-01-06 20:00:00,Monday,2020-01-06,20:00:00,6.973096999999999,7.0875675
2020-01-06 21:00:00,Monday,2020-01-06,21:00:00,5.8010815,5.801081
2020-01-06 22:00:00,Monday,2020-01-06,22:00:00,5.903179,5.8437835
2020-01-06 23:00:00,Monday,2020-01-06,23:00:00,5.492691499999999,5.232432
2020-01-07 00:00:00,Tuesday,2020-01-07,00:00:00,4.7633415,4.854054
2020-01-07 01:00:00,Tuesday,2020-01-07,01:00:00,4.784903,4.8205405
2020-01-07 02:00:00,Tuesday,2020-01-07,02:00:00,4.876696,4.8205405
2020-01-07 03:00:00,Tuesday,2020-01-07,03:00:00,5.4339225,5.3124325
2020-01-07 04:00:00,Tuesday,2020-01-07,04:00:00,4.395503,4.235676
2020-01-07 05:00:00,Tuesday,2020-01-07,05:00:00,4.828382,4.5816215
2020-01-07 06:00:00,Tuesday,2020-01-07,06:00:00,7.7696105,8.159459
2020-01-07 07:00:00,Tuesday,2020-01-07,07:00:00,8.2564645,8.985946
2020-01-07 08:00:00,Tuesday,2020-01-07,08:00:00,9.6946305,10.229189
2020-01-07 09:00:00,Tuesday,2020-01-07,09:00:00,9.7048785,10.217295
2020-01-07 10:00:00,Tuesday,2020-01-07,10:00:00,9.6030305,10.406485
2020-01-07 11:00:00,Tuesday,2020-01-07,11:00:00,9.668344,10.88703
2020-01-07 12:00:00,Tuesday,2020-01-07,12:00:00,11.631055,13.356755
2020-01-07 13:00:00,Tuesday,2020-01-07,13:00:00,10.26811,11.27027
2020-01-07 14:00:00,Tuesday,2020-01-07,14:00:00,11.327465,11.734595
2020-01-07 15:00:00,Tuesday,2020-01-07,15:00:00,9.488725,9.561082
2020-01-07 16:00:00,Tuesday,2020-01-07,16:00:00,6.6139095,6.48
2020-01-07 17:00:00,Tuesday,2020-01-07,17:00:00,5.077839,5.078919
2020-01-07 18:00:00,Tuesday,2020-01-07,18:00:00,3.8732625,3.641081
2020-01-07 19:00:00,Tuesday,2020-01-07,19:00:00,4.8297645,4.862162
2020-01-07 20:00:00,Tuesday,2020-01-07,20:00:00,4.327514000000001,4.277838
2020-01-07 21:00:00,Tuesday,2020-01-07,21:00:00,4.349287,4.44
2020-01-07 22:00:00,Tuesday,2020-01-07,22:00:00,4.9752535,4.584865000000001
2020-01-07 23:00:00,Tuesday,2020-01-07,23:00:00,6.03544,5.8172975000000005
2020-01-08 00:00:00,Wednesday,2020-01-08,00:00:00,6.030524,6.2654055
2020-01-08 01:00:00,Wednesday,2020-01-08,01:00:00,5.3275695,5.3297295
2020-01-08 02:00:00,Wednesday,2020-01-08,02:00:00,6.041565,5.989189
2020-01-08 03:00:00,Wednesday,2020-01-08,03:00:00,6.846748,6.5886485
2020-01-08 04:00:00,Wednesday,2020-01-08,04:00:00,6.981935,6.771892
2020-01-08 05:00:00,Wednesday,2020-01-08,05:00:00,6.258343,6.225946
2020-01-08 06:00:00,Wednesday,2020-01-08,06:00:00,6.738565,6.9113515
2020-01-08 07:00:00,Wednesday,2020-01-08,07:00:00,6.815461,7.116757
2020-01-08 08:00:00,Wednesday,2020-01-08,08:00:00,6.8150255,7.213513499999999
2020-01-08 09:00:00,Wednesday,2020-01-08,09:00:00,6.339656,6.521081499999999
2020-01-08 10:00:00,Wednesday,2020-01-08,10:00:00,5.837151,6.202162
2020-01-08 11:00:00,Wednesday,2020-01-08,11:00:00,5.577965,6.1956755
2020-01-08 12:00:00,Wednesday,2020-01-08,12:00:00,5.5456145,6.2389185000000005
2020-01-08 13:00:00,Wednesday,2020-01-08,13:00:00,6.3196675,7.0118915
2020-01-08 14:00:00,Wednesday,2020-01-08,14:00:00,6.718528,7.356756499999999
2020-01-08 15:00:00,Wednesday,2020-01-08,15:00:00,7.837619,8.135135
2020-01-08 16:00:00,Wednesday,2020-01-08,16:00:00,8.453367499999999,8.3183785
2020-01-08 17:00:00,Wednesday,2020-01-08,17:00:00,8.253681499999999,8.409729500000001
2020-01-08 18:00:00,Wednesday,2020-01-08,18:00:00,7.421632499999999,7.431350999999999
2020-01-08 19:00:00,Wednesday,2020-01-08,19:00:00,7.804565500000001,7.5275675
2020-01-08 20:00:00,Wednesday,2020-01-08,20:00:00,7.183784,7.414054
2020-01-08 21:00:00,Wednesday,2020-01-08,21:00:00,5.459459000000001,5.462161999999999
2020-01-08 22:00:00,Wednesday,2020-01-08,22:00:00,5.8378375,5.845405
2020-01-08 23:00:00,Wednesday,2020-01-08,23:00:00,5.1789190000000005,5.3643245
2020-01-09 00:00:00,Thursday,2020-01-09,00:00:00,3.6437835,3.6286485
2020-01-09 01:00:00,Thursday,2020-01-09,01:00:00,3.464865,3.4443245
2020-01-09 02:00:00,Thursday,2020-01-09,02:00:00,3.130811,3.1794595
2020-01-09 03:00:00,Thursday,2020-01-09,03:00:00,3.432433,3.367568
2020-01-09 04:00:00,Thursday,2020-01-09,04:00:00,3.6389185,3.540541
2020-01-09 05:00:00,Thursday,2020-01-09,05:00:00,5.287027,5.394054499999999
2020-01-09 06:00:00,Thursday,2020-01-09,06:00:00,8.617297,8.982702
2020-01-09 07:00:00,Thursday,2020-01-09,07:00:00,12.43892,12.604325
2020-01-09 08:00:00,Thursday,2020-01-09,08:00:00,21.017295,23.354595
2020-01-09 09:00:00,Thursday,2020-01-09,09:00:00,14.72,15.77622
2020-01-09 10:00:00,Thursday,2020-01-09,10:00:00,10.103783,10.6783795
2020-01-09 11:00:00,Thursday,2020-01-09,11:00:00,16.66054,18.553515
2020-01-09 12:00:00,Thursday,2020-01-09,12:00:00,9.190811,9.2994595
2020-01-09 13:00:00,Thursday,2020-01-09,13:00:00,9.893511,10.60162
2020-01-09 14:00:00,Thursday,2020-01-09,14:00:00,8.023243,8.1794595
2020-01-09 15:00:00,Thursday,2020-01-09,15:00:00,11.07243,12.784865
2020-01-09 16:00:00,Thursday,2020-01-09,16:00:00,9.7259465,10.956756
2020-01-09 17:00:00,Thursday,2020-01-09,17:00:00,9.05081,9.816216
2020-01-09 18:00:00,Thursday,2020-01-09,18:00:00,8.5854055,9.112973
2020-01-09 19:00:00,Thursday,2020-01-09,19:00:00,7.521081000000001,7.669188999999999
2020-01-09 20:00:00,Thursday,2020-01-09,20:00:00,6.3427025,6.366486500000001
2020-01-09 21:00:00,Thursday,2020-01-09,21:00:00,6.267027000000001,6.495134999999999
2020-01-09 22:00:00,Thursday,2020-01-09,22:00:00,6.4454055,6.549189
2020-01-09 23:00:00,Thursday,2020-01-09,23:00:00,6.073513500000001,6.1545945
2020-01-10 00:00:00,Friday,2020-01-10,00:00:00,5.5805405,5.4886490000000006
2020-01-10 01:00:00,Friday,2020-01-10,01:00:00,6.684325,6.607568
2020-01-10 02:00:00,Friday,2020-01-10,02:00:00,4.9378375000000005,4.915134999999999
2020-01-10 03:00:00,Friday,2020-01-10,03:00:00,3.4789190000000003,3.4983785000000003
2020-01-10 04:00:00,Friday,2020-01-10,04:00:00,4.922163,4.833514
2020-01-10 05:00:00,Friday,2020-01-10,05:00:00,6.737838,6.772973
2020-01-10 06:00:00,Friday,2020-01-10,06:00:00,18.138375,21.783785
2020-01-10 07:00:00,Friday,2020-01-10,07:00:00,21.56,40.848105
2020-01-10 08:00:00,Friday,2020-01-10,08:00:00,13.219460000000002,14.24216
2020-01-10 09:00:00,Friday,2020-01-10,09:00:00,18.506485,20.19892
2020-01-10 10:00:00,Friday,2020-01-10,10:00:00,23.92757,30.8627
2020-01-10 11:00:00,Friday,2020-01-10,11:00:00,24.48487,33.473515
2020-01-10 12:00:00,Friday,2020-01-10,12:00:00,19.57189,23.24108
2020-01-10 13:00:00,Friday,2020-01-10,13:00:00,11.014055,11.585945
2020-01-10 14:00:00,Friday,2020-01-10,14:00:00,10.382702,11.05081
2020-01-10 15:00:00,Friday,2020-01-10,15:00:00,11.2470275,12.14216
2020-01-10 16:00:00,Friday,2020-01-10,16:00:00,6.6367565,6.6118915000000005
2020-01-10 17:00:00,Friday,2020-01-10,17:00:00,5.0313515,5.1524325
2020-01-10 18:00:00,Friday,2020-01-10,18:00:00,4.015135,4.037838
2020-01-10 19:00:00,Friday,2020-01-10,19:00:00,5.0259465,5.118919
2020-01-10 20:00:00,Friday,2020-01-10,20:00:00,6.977838,7.5237835
2020-01-10 21:00:00,Friday,2020-01-10,21:00:00,6.8151345,7.388108000000001
2020-01-10 22:00:00,Friday,2020-01-10,22:00:00,4.1742425,4.2223505
2020-01-10 23:00:00,Friday,2020-01-10,23:00:00,3.413913,3.3695890000000004
2020-01-11 00:00:00,Saturday,2020-01-11,00:00:00,3.2519665,3.569264
2020-01-11 01:00:00,Saturday,2020-01-11,01:00:00,3.7016355,4.012987
2020-01-11 02:00:00,Saturday,2020-01-11,02:00:00,4.371657000000001,4.2824675
2020-01-11 03:00:00,Saturday,2020-01-11,03:00:00,6.125683499999999,6.257576
2020-01-11 04:00:00,Saturday,2020-01-11,04:00:00,9.318034,9.1791135
2020-01-11 05:00:00,Saturday,2020-01-11,05:00:00,3.079234,3.291126
2020-01-11 06:00:00,Saturday,2020-01-11,06:00:00,2.407881,2.290043
2020-01-11 07:00:00,Saturday,2020-01-11,07:00:00,2.4242540000000004,2.435065
2020-01-11 08:00:00,Saturday,2020-01-11,08:00:00,2.6407160000000003,2.662338
2020-01-11 09:00:00,Saturday,2020-01-11,09:00:00,3.345313,3.4145025
2020-01-11 10:00:00,Saturday,2020-01-11,10:00:00,2.91164,3.267316
2020-01-11 11:00:00,Saturday,2020-01-11,11:00:00,2.9342375,3.1699135
2020-01-11 12:00:00,Saturday,2020-01-11,12:00:00,3.8270625,4.5330085
2020-01-11 13:00:00,Saturday,2020-01-11,13:00:00,4.119249,4.305194999999999
2020-01-11 14:00:00,Saturday,2020-01-11,14:00:00,4.5954045,4.748918
2020-01-11 15:00:00,Saturday,2020-01-11,15:00:00,5.2285665,5.4242425
2020-01-11 16:00:00,Saturday,2020-01-11,16:00:00,5.266159,5.19697
2020-01-11 17:00:00,Saturday,2020-01-11,17:00:00,5.8885755,5.9323595000000005
2020-01-11 18:00:00,Saturday,2020-01-11,18:00:00,5.504516499999999,5.6774895
2020-01-11 19:00:00,Saturday,2020-01-11,19:00:00,5.1477505,5.168831
2020-01-11 20:00:00,Saturday,2020-01-11,20:00:00,5.4986885,5.2867965
2020-01-11 21:00:00,Saturday,2020-01-11,21:00:00,5.6185805,5.6872295
2020-01-11 22:00:00,Saturday,2020-01-11,22:00:00,5.321338,5.2380955
2020-01-11 23:00:00,Saturday,2020-01-11,23:00:00,4.7527555,4.798700999999999
2020-01-12 00:00:00,Sunday,2020-01-12,00:00:00,4.1250345,3.656926
2020-01-12 01:00:00,Sunday,2020-01-12,01:00:00,4.043699,3.921537
2020-01-12 02:00:00,Sunday,2020-01-12,02:00:00,3.4545760000000003,3.482684
2020-01-12 03:00:00,Sunday,2020-01-12,03:00:00,3.3840485,3.2445885
2020-01-12 04:00:00,Sunday,2020-01-12,04:00:00,3.091851,2.962121
2020-01-12 05:00:00,Sunday,2020-01-12,05:00:00,3.0811685000000004,3.081169
2020-01-12 06:00:00,Sunday,2020-01-12,06:00:00,3.221772,3.13961
2020-01-12 07:00:00,Sunday,2020-01-12,07:00:00,3.3355785,3.4101735
2020-01-12 08:00:00,Sunday,2020-01-12,08:00:00,3.206585,3.090909
2020-01-12 09:00:00,Sunday,2020-01-12,09:00:00,3.433281,3.2851735
2020-01-12 10:00:00,Sunday,2020-01-12,10:00:00,3.774465,3.87987
2020-01-12 11:00:00,Sunday,2020-01-12,11:00:00,3.953524,4.00974
2020-01-12 12:00:00,Sunday,2020-01-12,12:00:00,3.958692,4.2900435
2020-01-12 13:00:00,Sunday,2020-01-12,13:00:00,4.2242435,4.425325
2020-01-12 14:00:00,Sunday,2020-01-12,14:00:00,4.5542825,4.71158
2020-01-12 15:00:00,Sunday,2020-01-12,15:00:00,4.6949570000000005,4.835497999999999
2020-01-12 16:00:00,Sunday,2020-01-12,16:00:00,4.473555,4.537879
2020-01-12 17:00:00,Sunday,2020-01-12,17:00:00,4.299923,4.4285715
2020-01-12 18:00:00,Sunday,2020-01-12,18:00:00,4.278401000000001,4.520563
2020-01-12 19:00:00,Sunday,2020-01-12,19:00:00,4.788069,4.9642855
2020-01-12 20:00:00,Sunday,2020-01-12,20:00:00,4.7649735,4.600649000000001
2020-01-12 21:00:00,Sunday,2020-01-12,21:00:00,8.185806,7.869047999999999
2020-01-12 22:00:00,Sunday,2020-01-12,22:00:00,7.7091665,7.478896000000001
2020-01-12 23:00:00,Sunday,2020-01-12,23:00:00,4.9988075,4.8971865
2020-01-13 00:00:00,Monday,2020-01-13,00:00:00,3.4941335,3.073593
2020-01-13 01:00:00,Monday,2020-01-13,01:00:00,3.5487015,3.662338
2020-01-13 02:00:00,Monday,2020-01-13,02:00:00,2.9047615,3.077922
2020-01-13 03:00:00,Monday,2020-01-13,03:00:00,3.073052,3.2180735
2020-01-13 04:00:00,Monday,2020-01-13,04:00:00,3.256494,2.914502
2020-01-13 05:00:00,Monday,2020-01-13,05:00:00,4.4853895,4.462121
2020-01-13 06:00:00,Monday,2020-01-13,06:00:00,7.764069,7.853896
2020-01-13 07:00:00,Monday,2020-01-13,07:00:00,11.460495,11.75
2020-01-13 08:00:00,Monday,2020-01-13,08:00:00,12.48918,12.65368
2020-01-13 09:00:00,Monday,2020-01-13,09:00:00,,
2020-01-13 10:00:00,Monday,2020-01-13,10:00:00,,
2020-01-13 11:00:00,Monday,2020-01-13,11:00:00,4.285714499999999,4.5838745
2020-01-13 12:00:00,Monday,2020-01-13,12:00:00,4.269481,4.6049785
2020-01-13 13:00:00,Monday,2020-01-13,13:00:00,5.643398,6.2873375
2020-01-13 14:00:00,Monday,2020-01-13,14:00:00,6.178572000000001,6.534632
2020-01-13 15:00:00,Monday,2020-01-13,15:00:00,8.8068185,9.325217
2020-01-13 16:00:00,Monday,2020-01-13,16:00:00,7.848484,8.1444805
2020-01-13 17:00:00,Monday,2020-01-13,17:00:00,8.4209955,8.694804999999999
2020-01-13 18:00:00,Monday,2020-01-13,18:00:00,6.3095235,6.7348485
2020-01-13 19:00:00,Monday,2020-01-13,19:00:00,5.794913,6.062229500000001
2020-01-13 20:00:00,Monday,2020-01-13,20:00:00,6.833169,7.181277
2020-01-13 21:00:00,Monday,2020-01-13,21:00:00,6.128470500000001,6.335498
2020-01-13 22:00:00,Monday,2020-01-13,22:00:00,5.954582,5.988095
2020-01-13 23:00:00,Monday,2020-01-13,23:00:00,6.082981,6.257035
2020-01-14 00:00:00,Tuesday,2020-01-14,00:00:00,4.784419,5.087121
2020-01-14 01:00:00,Tuesday,2020-01-14,01:00:00,4.225436,4.528138500000001
2020-01-14 02:00:00,Tuesday,2020-01-14,02:00:00,6.919465000000001,7.005411499999999
2020-01-14 03:00:00,Tuesday,2020-01-14,03:00:00,4.6561675000000005,4.4550865
2020-01-14 04:00:00,Tuesday,2020-01-14,04:00:00,4.0058695,3.9291125
2020-01-14 05:00:00,Tuesday,2020-01-14,05:00:00,4.595113,4.479437
2020-01-14 06:00:00,Tuesday,2020-01-14,06:00:00,4.865231,5.338745
2020-01-14 07:00:00,Tuesday,2020-01-14,07:00:00,6.367937,6.84145
2020-01-14 08:00:00,Tuesday,2020-01-14,08:00:00,6.286638,6.6401515
2020-01-14 09:00:00,Tuesday,2020-01-14,09:00:00,6.0743,6.227814
2020-01-14 10:00:00,Tuesday,2020-01-14,10:00:00,5.4887555,5.598485
2020-01-14 11:00:00,Tuesday,2020-01-14,11:00:00,5.163167,5.4291125000000005
2020-01-14 12:00:00,Tuesday,2020-01-14,12:00:00,4.9672205,5.1791125000000005
2020-01-14 13:00:00,Tuesday,2020-01-14,13:00:00,5.10263,5.4323595000000005
2020-01-14 14:00:00,Tuesday,2020-01-14,14:00:00,5.046905499999999,5.387446000000001
